game_id,season,team,over,batter,batter_id,bowler,bowler_id,non_striker,non_striker_id,wides,noballs,legbyes,byes,player_out,player_out_id,fielders_name,fielders_id,wicket_type,runs_batter,runs_extras,runs_total,wicket
237242,2005/06,West Indies,4,RS Morton,2f8a9682,JEC Franklin,cf73ad76,D Ganga,d5f3b5e1,0,0,0,0,,,,,,1,0,1,0
211028,2005,England,6,KP Pietersen,39f01cdb,JN Gillespie,74234d66,ME Trescothick,ea42ddb9,0,0,0,0,,,,,,0,0,0,0
211028,2005,Australia,3,RT Ponting,7d415ea5,J Lewis,6c75310b,MEK Hussey,48fd7349,0,0,0,0,,,,,,0,0,0,0
211028,2005,Australia,3,MEK Hussey,48fd7349,J Lewis,6c75310b,A Symonds,bd77eb62,0,0,0,0,,,,,,0,0,0,0
238195,2005/06,Australia,1,RT Ponting,7d415ea5,AJ Hall,6b0c3a20,SM Katich,fdedb37c,0,0,0,0,,,,,,0,0,0,0
225263,2006,Pakistan,13,Inzamam-ul-Haq,b9a3d8c6,MH Yardy,3812d56b,Mohammad Hafeez,9ab63e7b,1,0,0,0,,,,,,0,1,1,0
226374,2005/06,Australia,13,A Symonds,bd77eb62,J Botha,7c503806,DR Martyn,69762509,0,0,0,0,,,,,,0,0,0,0
225263,2006,Pakistan,16,Inzamam-ul-Haq,b9a3d8c6,PD Collingwood,a386e91b,Abdul Razzaq,390ff45b,0,0,0,0,,,,,,1,0,1,0
225271,2006,England,7,KP Pietersen,39f01cdb,CRD Fernando,342d8ade,ME Trescothick,ea42ddb9,0,0,0,0,,,,,,0,0,0,0
226374,2005/06,Australia,7,DR Martyn,69762509,M Zondeki,9b75e4f1,RT Ponting,7d415ea5,0,0,0,0,,,,,,0,0,0,0
237242,2005/06,West Indies,15,S Chanderpaul,881a9bdd,CL Cairns,0b130202,DJ Bravo,87e562a9,0,0,0,0,,,,,,0,0,0,0
211048,2004/05,Australia,4,DR Martyn,69762509,DR Tuffey,43936951,RT Ponting,7d415ea5,0,0,0,0,,,,,,0,0,0,0
237242,2005/06,West Indies,13,S Chanderpaul,881a9bdd,JS Patel,f5821615,WW Hinds,60beb01b,0,0,0,0,,,,,,1,0,1,0
255954,2006/07,South Africa,9,JM Kemp,6581d753,SR Tendulkar,d2c2b2d5,JA Morkel,c3d35165,0,0,0,0,,,,,,4,0,4,0
225263,2006,Pakistan,6,Shahid Afridi,0dc00542,JWM Dalrymple,1afdbdbf,Mohammad Hafeez,9ab63e7b,0,0,0,0,Shahid Afridi,0dc00542,MH Yardy,3812d56b,caught,0,0,0,1
211028,2005,England,18,PD Collingwood,a386e91b,JN Gillespie,74234d66,VS Solanki,7ee2ce62,0,0,0,0,,,,,,4,0,4,0
211048,2004/05,Australia,3,A Symonds,bd77eb62,KD Mills,7fb32e5b,RT Ponting,7d415ea5,1,0,0,0,,,,,,0,1,1,0
225263,2006,England,13,JWM Dalrymple,1afdbdbf,Shahid Afridi,0dc00542,ME Trescothick,ea42ddb9,0,0,0,0,,,,,,0,0,0,0
255954,2006/07,South Africa,0,LE Bosman,73e749e1,Z Khan,91a4a398,GC Smith,72861603,0,0,0,0,,,,,,0,0,0,0
237242,2005/06,West Indies,17,DJ Bravo,87e562a9,CL Cairns,0b130202,S Chanderpaul,881a9bdd,0,0,0,0,,,,,,1,0,1,0
211048,2004/05,Australia,9,SM Katich,fdedb37c,JW Wilson,91c984a1,RT Ponting,7d415ea5,0,0,0,0,,,,,,1,0,1,0
211048,2004/05,New Zealand,1,SP Fleming,eea6b7f1,GD McGrath,ee7d0c82,BB McCullum,b8a55852,0,0,0,0,,,,,,4,0,4,0
211028,2005,England,8,ME Trescothick,ea42ddb9,JN Gillespie,74234d66,KP Pietersen,39f01cdb,0,0,0,0,,,,,,4,0,4,0
211028,2005,Australia,12,GD McGrath,ee7d0c82,PD Collingwood,a386e91b,MS Kasprowicz,8d0ea930,0,0,0,0,,,,,,1,0,1,0
225263,2006,Pakistan,17,Inzamam-ul-Haq,b9a3d8c6,D Gough,fcbf5a30,Abdul Razzaq,390ff45b,0,0,0,0,,,,,,1,0,1,0
225271,2006,England,16,GO Jones,2e929b99,TM Dilshan,5bdcdb72,ME Trescothick,ea42ddb9,0,0,0,0,,,,,,1,0,1,0
238195,2005/06,South Africa,0,LE Bosman,73e749e1,B Lee,dd09ff8e,GC Smith,72861603,0,0,0,0,,,,,,0,0,0,0
255954,2006/07,South Africa,12,JA Morkel,c3d35165,IK Pathan,5fa06777,JJ van der Wath,6821ac10,0,0,0,0,,,,,,0,0,0,0
225263,2006,England,2,ME Trescothick,ea42ddb9,Shoaib Akhtar,10a91f35,IR Bell,33155d1b,0,0,0,0,,,,,,4,0,4,0
211028,2005,England,10,ME Trescothick,ea42ddb9,MJ Clarke,f842c2cf,KP Pietersen,39f01cdb,0,0,0,0,,,,,,1,0,1,0
226374,2005/06,Australia,18,DR Martyn,69762509,AJ Hall,6b0c3a20,A Symonds,bd77eb62,0,0,0,0,,,,,,1,0,1,0
255954,2006/07,India,1,SR Tendulkar,d2c2b2d5,CK Langeveldt,d1c94b25,V Sehwag,8ba8195d,0,0,0,0,,,,,,0,0,0,0
211028,2005,England,8,KP Pietersen,39f01cdb,JN Gillespie,74234d66,ME Trescothick,ea42ddb9,0,0,0,0,,,,,,6,0,6,0
225263,2006,England,7,ME Trescothick,ea42ddb9,Mohammad Asif,e03b66ec,PD Collingwood,a386e91b,0,0,0,0,,,,,,0,0,0,0
225271,2006,Sri Lanka,16,CK Kapugedera,cfad138c,SI Mahmood,e97aefe2,SL Malinga,a12e1d51,0,0,0,0,,,,,,0,0,0,0
226374,2005/06,South Africa,0,GC Smith,72861603,NW Bracken,4c61a0f9,HH Dippenaar,98ecf62a,0,0,0,0,,,,,,0,0,0,0
226374,2005/06,Australia,3,DR Martyn,69762509,GJP Kruger,2957a836,JR Hopes,2498e163,0,0,0,0,,,,,,1,0,1,0
238195,2005/06,Australia,0,SM Katich,fdedb37c,M Ntini,20a941bb,AC Gilchrist,2b6e6dec,0,0,0,0,,,,,,4,0,4,0
226374,2005/06,South Africa,16,AJ Hall,6b0c3a20,JR Hopes,2498e163,JA Rudolph,42537f07,0,0,0,0,AJ Hall,6b0c3a20,MEK Hussey,48fd7349,caught,0,0,0,1
237242,2005/06,West Indies,0,CH Gayle,db584dad,JEC Franklin,cf73ad76,D Ganga,d5f3b5e1,0,0,0,0,,,,,,0,0,0,0
225263,2006,England,10,JWM Dalrymple,1afdbdbf,Naved-ul-Hasan,33f28243,ME Trescothick,ea42ddb9,0,0,0,0,,,,,,4,0,4,0
211028,2005,Australia,8,JN Gillespie,74234d66,SJ Harmison,c16d2e28,B Lee,dd09ff8e,0,0,0,0,,,,,,0,0,0,0
211028,2005,Australia,2,A Symonds,bd77eb62,D Gough,fcbf5a30,MJ Clarke,f842c2cf,0,0,0,0,,,,,,0,0,0,0
211028,2005,England,19,VS Solanki,7ee2ce62,GD McGrath,ee7d0c82,PD Collingwood,a386e91b,0,0,0,0,,,,,,4,0,4,0
225271,2006,Sri Lanka,7,WU Tharanga,7ed9fd56,PD Collingwood,a386e91b,ST Jayasuriya,f233bbb4,0,0,1,0,,,,,,0,1,1,0
211048,2004/05,Australia,14,MEK Hussey,48fd7349,CL Cairns,0b130202,RT Ponting,7d415ea5,0,0,0,0,,,,,,1,0,1,0
226374,2005/06,Australia,18,A Symonds,bd77eb62,AJ Hall,6b0c3a20,DR Martyn,69762509,0,0,0,0,,,,,,1,0,1,0
237242,2005/06,New Zealand,12,L Vincent,2764133a,CH Gayle,db584dad,PG Fulton,10a2a1ff,0,0,0,0,,,,,,1,0,1,0
211028,2005,England,9,KP Pietersen,39f01cdb,MS Kasprowicz,8d0ea930,ME Trescothick,ea42ddb9,0,0,0,0,,,,,,2,0,2,0
251487,2006/07,New Zealand,5,BB McCullum,b8a55852,CRD Fernando,342d8ade,SP Fleming,eea6b7f1,0,0,0,0,,,,,,1,0,1,0
255954,2006/07,India,11,D Mongia,99663fa5,CK Langeveldt,d1c94b25,KD Karthik,c03f1114,0,0,0,0,,,,,,2,0,2,0
226374,2005/06,South Africa,8,SM Pollock,88fccd6c,SR Clark,a3bfec5d,MV Boucher,f3cb53a1,0,0,0,0,,,,,,0,0,0,0
225263,2006,England,15,MH Yardy,3812d56b,Shahid Afridi,0dc00542,JWM Dalrymple,1afdbdbf,0,0,0,0,,,,,,1,0,1,0
211048,2004/05,New Zealand,4,BB McCullum,b8a55852,B Lee,dd09ff8e,SP Fleming,eea6b7f1,0,0,0,0,,,,,,4,0,4,0
211048,2004/05,New Zealand,14,SB Styris,57efa3be,A Symonds,bd77eb62,JW Wilson,91c984a1,0,0,0,0,,,,,,1,0,1,0
211028,2005,England,13,PD Collingwood,a386e91b,A Symonds,bd77eb62,AJ Strauss,b68d14a9,0,0,0,0,,,,,,0,0,0,0
238195,2005/06,South Africa,3,GC Smith,72861603,NW Bracken,4c61a0f9,LE Bosman,73e749e1,1,0,0,0,,,,,,0,1,1,0
251487,2006/07,New Zealand,6,SP Fleming,eea6b7f1,M Muralitharan,4ba44e19,BB McCullum,b8a55852,0,0,0,0,,,,,,1,0,1,0
225263,2006,Pakistan,3,Shoaib Malik,64c34cd0,SCJ Broad,eba6a852,Mohammad Hafeez,9ab63e7b,0,0,0,0,,,,,,0,0,0,0
238195,2005/06,Australia,8,SR Watson,4329fbb5,R Telemachus,543b4a1f,MJ Clarke,f842c2cf,0,0,0,0,,,,,,1,0,1,0
211028,2005,England,0,GO Jones,2e929b99,B Lee,dd09ff8e,ME Trescothick,ea42ddb9,0,0,0,0,,,,,,0,0,0,0
225271,2006,Sri Lanka,2,ST Jayasuriya,f233bbb4,TT Bresnan,58043739,WU Tharanga,7ed9fd56,0,0,0,0,,,,,,0,0,0,0
255954,2006/07,South Africa,0,GC Smith,72861603,Z Khan,91a4a398,LE Bosman,73e749e1,0,0,0,0,,,,,,1,0,1,0
225271,2006,England,6,AJ Strauss,b68d14a9,MF Maharoof,ab89348d,ME Trescothick,ea42ddb9,0,0,0,0,,,,,,1,0,1,0
237242,2005/06,New Zealand,10,L Vincent,2764133a,IDR Bradshaw,a7489342,CL Cairns,0b130202,0,0,1,0,,,,,,0,1,1,0
211028,2005,England,11,MP Vaughan,6e1b1ec0,A Symonds,bd77eb62,ME Trescothick,ea42ddb9,0,0,0,0,MP Vaughan,6e1b1ec0,RT Ponting,7d415ea5,caught,0,0,0,1
211028,2005,Australia,12,B Lee,dd09ff8e,PD Collingwood,a386e91b,MS Kasprowicz,8d0ea930,0,0,0,0,B Lee,dd09ff8e,SJ Harmison,c16d2e28,caught,0,0,0,1
211048,2004/05,New Zealand,8,SB Styris,57efa3be,JR Hopes,2498e163,CD McMillan,f5390243,0,0,0,0,,,,,,1,0,1,0
255954,2006/07,India,17,D Mongia,99663fa5,RJ Peterson,26ff4c29,KD Karthik,c03f1114,0,0,0,0,,,,,,0,0,0,0
211028,2005,England,17,PD Collingwood,a386e91b,GD McGrath,ee7d0c82,AJ Strauss,b68d14a9,0,0,0,0,,,,,,1,0,1,0
251487,2006/07,New Zealand,15,NJ Astle,99639abf,ST Jayasuriya,f233bbb4,JAH Marshall,fdac5295,0,0,0,0,,,,,,0,0,0,0
251487,2006/07,New Zealand,9,JEC Franklin,cf73ad76,MF Maharoof,ab89348d,LRPL Taylor,b61a3e1a,0,0,0,0,,,,,,0,0,0,0
211028,2005,England,19,PD Collingwood,a386e91b,GD McGrath,ee7d0c82,J Lewis,6c75310b,0,0,0,0,PD Collingwood,a386e91b,RT Ponting,7d415ea5,caught,0,0,0,1
225271,2006,Sri Lanka,16,SL Malinga,a12e1d51,SI Mahmood,e97aefe2,CK Kapugedera,cfad138c,0,0,0,0,,,,,,0,0,0,0
251487,2006/07,New Zealand,19,MR Gillespie,7d7ab238,WPUJC Vaas,bcce309e,AR Adams,525c3f54,0,0,0,0,,,,,,1,0,1,0
226374,2005/06,Australia,13,A Symonds,bd77eb62,J Botha,7c503806,DR Martyn,69762509,0,0,0,0,,,,,,2,0,2,0
211028,2005,England,6,KP Pietersen,39f01cdb,JN Gillespie,74234d66,ME Trescothick,ea42ddb9,0,0,0,0,,,,,,1,0,1,0
255954,2006/07,South Africa,12,JA Morkel,c3d35165,IK Pathan,5fa06777,JJ van der Wath,6821ac10,0,0,0,0,,,,,,6,0,6,0
225271,2006,Sri Lanka,3,ST Jayasuriya,f233bbb4,SJ Harmison,c16d2e28,WU Tharanga,7ed9fd56,1,0,0,0,,,,,,0,1,1,0
225263,2006,Pakistan,7,Mohammad Hafeez,9ab63e7b,SCJ Broad,eba6a852,Mohammad Yousuf,e237b28c,0,0,0,0,,,,,,4,0,4,0
237242,2005/06,West Indies,19,DJ Bravo,87e562a9,SE Bond,4f629497,IDR Bradshaw,a7489342,0,0,0,0,,,,,,2,0,2,0
238195,2005/06,Australia,18,NW Bracken,4c61a0f9,AJ Hall,6b0c3a20,B Lee,dd09ff8e,0,0,0,0,,,,,,2,0,2,0
255954,2006/07,South Africa,15,JJ van der Wath,6821ac10,S Sreesanth,6b8eb6e5,JA Morkel,c3d35165,0,0,0,0,,,,,,4,0,4,0
225271,2006,England,11,KP Pietersen,39f01cdb,ST Jayasuriya,f233bbb4,ME Trescothick,ea42ddb9,0,0,0,0,,,,,,1,0,1,0
238195,2005/06,Australia,10,MJ Clarke,f842c2cf,RJ Peterson,26ff4c29,SR Watson,4329fbb5,0,0,0,0,,,,,,2,0,2,0
237242,2005/06,West Indies,11,WW Hinds,60beb01b,JS Patel,f5821615,S Chanderpaul,881a9bdd,0,0,4,0,,,,,,0,4,4,0
211048,2004/05,Australia,16,RT Ponting,7d415ea5,CL Cairns,0b130202,MEK Hussey,48fd7349,0,0,0,0,,,,,,0,0,0,0
237242,2005/06,West Indies,6,D Ganga,d5f3b5e1,JEC Franklin,cf73ad76,RS Morton,2f8a9682,0,0,0,0,,,,,,1,0,1,0
211048,2004/05,New Zealand,12,HJH Marshall,70542bef,A Symonds,bd77eb62,SB Styris,57efa3be,0,0,0,0,,,,,,2,0,2,0
225271,2006,Sri Lanka,18,CK Kapugedera,cfad138c,SI Mahmood,e97aefe2,SL Malinga,a12e1d51,0,0,0,0,,,,,,0,0,0,0
251487,2006/07,New Zealand,5,BB McCullum,b8a55852,CRD Fernando,342d8ade,SP Fleming,eea6b7f1,0,0,0,0,,,,,,0,0,0,0
255954,2006/07,South Africa,1,GC Smith,72861603,S Sreesanth,6b8eb6e5,LE Bosman,73e749e1,0,0,0,0,,,,,,4,0,4,0
238195,2005/06,Australia,2,SM Katich,fdedb37c,M Ntini,20a941bb,RT Ponting,7d415ea5,0,0,0,0,,,,,,1,0,1,0
211048,2004/05,New Zealand,9,CD McMillan,f5390243,MS Kasprowicz,8d0ea930,SB Styris,57efa3be,0,0,0,0,,,,,,1,0,1,0
211028,2005,England,7,KP Pietersen,39f01cdb,MS Kasprowicz,8d0ea930,ME Trescothick,ea42ddb9,0,0,0,0,,,,,,1,0,1,0
226374,2005/06,South Africa,13,JH Kallis,86dc8f2e,A Symonds,bd77eb62,JA Rudolph,42537f07,0,0,0,0,,,,,,0,0,0,0
211048,2004/05,Australia,4,DR Martyn,69762509,DR Tuffey,43936951,RT Ponting,7d415ea5,0,0,0,0,,,,,,0,0,0,0
237242,2005/06,New Zealand,17,JEC Franklin,cf73ad76,DR Smith,35205dfc,PG Fulton,10a2a1ff,0,0,0,0,,,,,,1,0,1,0
225263,2006,England,3,ME Trescothick,ea42ddb9,Mohammad Asif,e03b66ec,IR Bell,33155d1b,0,0,1,0,,,,,,0,1,1,0
237242,2005/06,New Zealand,11,CL Cairns,0b130202,DJ Bravo,87e562a9,L Vincent,2764133a,0,0,0,0,,,,,,0,0,0,0
226374,2005/06,Australia,19,A Symonds,bd77eb62,M Zondeki,9b75e4f1,MJ Clarke,f842c2cf,0,0,0,0,,,,,,2,0,2,0
211028,2005,Australia,12,MS Kasprowicz,8d0ea930,PD Collingwood,a386e91b,GD McGrath,ee7d0c82,0,0,0,0,,,,,,1,0,1,0
237242,2005/06,West Indies,14,S Chanderpaul,881a9bdd,SB Styris,57efa3be,DJ Bravo,87e562a9,0,0,0,0,,,,,,0,0,0,0
237242,2005/06,New Zealand,5,L Vincent,2764133a,JE Taylor,4180d897,NJ Astle,99639abf,0,0,0,0,,,,,,4,0,4,0
255954,2006/07,South Africa,17,JJ van der Wath,6821ac10,IK Pathan,5fa06777,RJ Peterson,26ff4c29,0,0,0,0,,,,,,2,0,2,0
211048,2004/05,Australia,5,SM Katich,fdedb37c,KD Mills,7fb32e5b,RT Ponting,7d415ea5,0,0,0,0,,,,,,1,0,1,0
211028,2005,Australia,6,B Lee,dd09ff8e,SJ Harmison,c16d2e28,JN Gillespie,74234d66,0,0,0,0,,,,,,4,0,4,0
251487,2006/07,New Zealand,10,LRPL Taylor,b61a3e1a,M Muralitharan,4ba44e19,JEC Franklin,cf73ad76,0,0,0,0,,,,,,0,0,0,0
211048,2004/05,New Zealand,19,JW Wilson,91c984a1,GD McGrath,ee7d0c82,KD Mills,7fb32e5b,0,0,0,0,JW Wilson,91c984a1,,,bowled,0,0,0,1
255954,2006/07,India,1,SR Tendulkar,d2c2b2d5,CK Langeveldt,d1c94b25,V Sehwag,8ba8195d,0,0,0,0,,,,,,0,0,0,0
211028,2005,England,16,AJ Strauss,b68d14a9,JN Gillespie,74234d66,PD Collingwood,a386e91b,0,0,0,0,,,,,,4,0,4,0
211028,2005,Australia,5,DR Martyn,69762509,J Lewis,6c75310b,B Lee,dd09ff8e,0,0,0,0,DR Martyn,69762509,ME Trescothick,ea42ddb9,caught,0,0,0,1
226374,2005/06,South Africa,13,SM Pollock,88fccd6c,A Symonds,bd77eb62,JH Kallis,86dc8f2e,1,0,0,0,,,,,,0,1,1,0
237242,2005/06,New Zealand,8,SB Styris,57efa3be,DK Butler,671398e3,L Vincent,2764133a,0,0,0,0,,,,,,1,0,1,0
251487,2006/07,New Zealand,16,NJ Astle,99639abf,DPMD Jayawardene,d18f9182,PD McGlashan,024fe464,0,0,0,0,,,,,,1,0,1,0
211028,2005,England,6,KP Pietersen,39f01cdb,JN Gillespie,74234d66,ME Trescothick,ea42ddb9,0,0,0,0,,,,,,4,0,4,0
211048,2004/05,Australia,2,RT Ponting,7d415ea5,DR Tuffey,43936951,A Symonds,bd77eb62,0,0,1,0,,,,,,0,1,1,0
211028,2005,Australia,14,GD McGrath,ee7d0c82,SJ Harmison,c16d2e28,MS Kasprowicz,8d0ea930,0,0,0,0,,,,,,0,0,0,0
211028,2005,England,18,PD Collingwood,a386e91b,JN Gillespie,74234d66,VS Solanki,7ee2ce62,0,0,0,0,,,,,,4,0,4,0
226374,2005/06,South Africa,11,SM Pollock,88fccd6c,A Symonds,bd77eb62,JH Kallis,86dc8f2e,0,0,0,0,,,,,,1,0,1,0
211028,2005,Australia,0,AC Gilchrist,2b6e6dec,D Gough,fcbf5a30,ML Hayden,d8699ab7,0,0,0,0,,,,,,0,0,0,0
238195,2005/06,Australia,11,GB Hogg,f708a0bc,GC Smith,72861603,MJ Clarke,f842c2cf,0,0,0,0,,,,,,1,0,1,0
251487,2006/07,New Zealand,16,PD McGlashan,024fe464,DPMD Jayawardene,d18f9182,NJ Astle,99639abf,0,0,0,0,,,,,,1,0,1,0
238195,2005/06,South Africa,12,GC Smith,72861603,SR Clark,a3bfec5d,HH Gibbs,e1d1b294,0,0,0,0,,,,,,0,0,0,0
211048,2004/05,New Zealand,10,CD McMillan,f5390243,JR Hopes,2498e163,SB Styris,57efa3be,0,0,0,0,CD McMillan,f5390243,MEK Hussey,48fd7349,caught,0,0,0,1
251487,2006/07,New Zealand,16,PD McGlashan,024fe464,DPMD Jayawardene,d18f9182,NJ Astle,99639abf,0,0,0,0,,,,,,1,0,1,0
211048,2004/05,Australia,12,SM Katich,fdedb37c,AR Adams,525c3f54,RT Ponting,7d415ea5,0,0,0,0,,,,,,1,0,1,0
211048,2004/05,New Zealand,0,BB McCullum,b8a55852,B Lee,dd09ff8e,SP Fleming,eea6b7f1,0,0,0,0,,,,,,0,0,0,0
226374,2005/06,South Africa,13,JH Kallis,86dc8f2e,A Symonds,bd77eb62,JA Rudolph,42537f07,0,0,0,0,,,,,,0,0,0,0
255954,2006/07,India,1,SR Tendulkar,d2c2b2d5,CK Langeveldt,d1c94b25,V Sehwag,8ba8195d,0,0,0,0,,,,,,0,0,0,0
225263,2006,Pakistan,13,Inzamam-ul-Haq,b9a3d8c6,MH Yardy,3812d56b,Mohammad Hafeez,9ab63e7b,0,0,0,0,,,,,,0,0,0,0
226374,2005/06,South Africa,6,MV Boucher,f3cb53a1,SR Clark,a3bfec5d,GC Smith,72861603,0,0,0,0,,,,,,0,0,0,0
226374,2005/06,South Africa,13,SM Pollock,88fccd6c,A Symonds,bd77eb62,JH Kallis,86dc8f2e,0,0,0,0,,,,,,2,0,2,0
211048,2004/05,Australia,13,RT Ponting,7d415ea5,JW Wilson,91c984a1,SM Katich,fdedb37c,0,0,0,0,,,,,,0,0,0,0
226374,2005/06,South Africa,4,MV Boucher,f3cb53a1,NW Bracken,4c61a0f9,GC Smith,72861603,0,0,0,0,,,,,,1,0,1,0
211048,2004/05,Australia,15,MEK Hussey,48fd7349,JW Wilson,91c984a1,RT Ponting,7d415ea5,0,0,0,0,,,,,,1,0,1,0
225263,2006,England,17,CMW Read,be4cefab,Naved-ul-Hasan,33f28243,MH Yardy,3812d56b,0,0,0,0,,,,,,0,0,0,0
238195,2005/06,South Africa,8,HH Gibbs,e1d1b294,SR Clark,a3bfec5d,GC Smith,72861603,0,0,0,0,,,,,,2,0,2,0
225271,2006,Sri Lanka,3,ST Jayasuriya,f233bbb4,SJ Harmison,c16d2e28,WU Tharanga,7ed9fd56,0,0,0,0,,,,,,0,0,0,0
255954,2006/07,India,10,D Mongia,99663fa5,T Henderson,0a4ebc61,MS Dhoni,4a8a2e3b,0,0,0,0,,,,,,0,0,0,0
238195,2005/06,Australia,14,B Lee,dd09ff8e,RJ Peterson,26ff4c29,GB Hogg,f708a0bc,0,0,0,0,,,,,,1,0,1,0
251487,2006/07,New Zealand,11,LRPL Taylor,b61a3e1a,ST Jayasuriya,f233bbb4,JEC Franklin,cf73ad76,0,0,0,0,,,,,,1,0,1,0
237242,2005/06,West Indies,4,D Ganga,d5f3b5e1,JEC Franklin,cf73ad76,RS Morton,2f8a9682,0,0,0,0,,,,,,0,0,0,0
237242,2005/06,West Indies,17,S Chanderpaul,881a9bdd,CL Cairns,0b130202,DJ Bravo,87e562a9,0,0,0,0,,,,,,4,0,4,0
237242,2005/06,West Indies,10,WW Hinds,60beb01b,CL Cairns,0b130202,S Chanderpaul,881a9bdd,0,0,0,0,,,,,,1,0,1,0
211028,2005,England,5,ME Trescothick,ea42ddb9,MS Kasprowicz,8d0ea930,A Flintoff,ddc0828d,0,0,0,0,,,,,,1,0,1,0
211048,2004/05,Australia,13,RT Ponting,7d415ea5,JW Wilson,91c984a1,SM Katich,fdedb37c,0,0,0,0,,,,,,6,0,6,0
237242,2005/06,New Zealand,6,SB Styris,57efa3be,DK Butler,671398e3,L Vincent,2764133a,0,0,0,0,,,,,,0,0,0,0
255954,2006/07,India,17,KD Karthik,c03f1114,RJ Peterson,26ff4c29,SK Raina,1dc12ab9,0,0,1,0,,,,,,0,1,1,0
226374,2005/06,South Africa,15,AJ Hall,6b0c3a20,A Symonds,bd77eb62,JA Rudolph,42537f07,0,0,0,0,,,,,,0,0,0,0
211028,2005,England,3,GO Jones,2e929b99,GD McGrath,ee7d0c82,ME Trescothick,ea42ddb9,0,0,0,0,GO Jones,2e929b99,MS Kasprowicz,8d0ea930,caught,0,0,0,1
225271,2006,Sri Lanka,4,WU Tharanga,7ed9fd56,SI Mahmood,e97aefe2,ST Jayasuriya,f233bbb4,0,0,0,0,,,,,,6,0,6,0
211048,2004/05,New Zealand,5,SB Styris,57efa3be,MS Kasprowicz,8d0ea930,BB McCullum,b8a55852,0,0,0,0,,,,,,2,0,2,0
226374,2005/06,South Africa,5,MV Boucher,f3cb53a1,ML Lewis,8b8745fd,GC Smith,72861603,0,0,0,0,,,,,,2,0,2,0
251487,2006/07,New Zealand,18,PD McGlashan,024fe464,LPC Silva,1be70c88,AR Adams,525c3f54,0,0,0,0,,,,,,1,0,1,0
237242,2005/06,West Indies,12,WW Hinds,60beb01b,SB Styris,57efa3be,S Chanderpaul,881a9bdd,0,0,0,0,,,,,,4,0,4,0
237242,2005/06,New Zealand,0,L Vincent,2764133a,IDR Bradshaw,a7489342,SP Fleming,eea6b7f1,0,0,0,0,,,,,,1,0,1,0
225263,2006,Pakistan,15,Inzamam-ul-Haq,b9a3d8c6,D Gough,fcbf5a30,Mohammad Hafeez,9ab63e7b,0,0,0,0,,,,,,0,0,0,0
211028,2005,England,2,GO Jones,2e929b99,B Lee,dd09ff8e,ME Trescothick,ea42ddb9,0,0,0,0,,,,,,1,0,1,0
226374,2005/06,South Africa,15,AJ Hall,6b0c3a20,A Symonds,bd77eb62,JA Rudolph,42537f07,0,0,0,0,,,,,,2,0,2,0
211028,2005,Australia,8,JN Gillespie,74234d66,SJ Harmison,c16d2e28,B Lee,dd09ff8e,0,0,0,0,,,,,,0,0,0,0
255954,2006/07,South Africa,9,JA Morkel,c3d35165,AB Agarkar,fa463154,JM Kemp,6581d753,0,0,0,0,,,,,,1,0,1,0
211028,2005,England,8,ME Trescothick,ea42ddb9,JN Gillespie,74234d66,KP Pietersen,39f01cdb,0,0,0,0,,,,,,1,0,1,0
238195,2005/06,South Africa,10,GC Smith,72861603,SR Clark,a3bfec5d,HH Gibbs,e1d1b294,0,0,0,0,,,,,,1,0,1,0
255954,2006/07,South Africa,8,JM Kemp,6581d753,IK Pathan,5fa06777,JA Morkel,c3d35165,0,0,0,0,,,,,,4,0,4,0
238195,2005/06,Australia,9,SR Watson,4329fbb5,GC Smith,72861603,MJ Clarke,f842c2cf,0,0,0,0,,,,,,1,0,1,0
211028,2005,Australia,11,B Lee,dd09ff8e,A Flintoff,ddc0828d,MS Kasprowicz,8d0ea930,0,0,0,0,,,,,,0,0,0,0
226374,2005/06,South Africa,3,MV Boucher,f3cb53a1,ML Lewis,8b8745fd,GC Smith,72861603,0,0,0,0,,,,,,0,0,0,0
238195,2005/06,Australia,19,B Lee,dd09ff8e,M Ntini,20a941bb,NW Bracken,4c61a0f9,0,0,0,0,,,,,,2,0,2,0
211048,2004/05,New Zealand,4,BB McCullum,b8a55852,B Lee,dd09ff8e,SP Fleming,eea6b7f1,0,0,0,0,,,,,,0,0,0,0
226374,2005/06,Australia,16,A Symonds,bd77eb62,AJ Hall,6b0c3a20,DR Martyn,69762509,0,0,0,0,,,,,,1,0,1,0
211048,2004/05,New Zealand,13,AR Adams,525c3f54,MJ Clarke,f842c2cf,SB Styris,57efa3be,0,0,0,0,,,,,,0,0,0,0
226374,2005/06,Australia,19,A Symonds,bd77eb62,M Zondeki,9b75e4f1,MJ Clarke,f842c2cf,0,0,0,0,,,,,,6,0,6,0
211028,2005,England,17,PD Collingwood,a386e91b,GD McGrath,ee7d0c82,AJ Strauss,b68d14a9,0,0,0,0,,,,,,1,0,1,0
211048,2004/05,New Zealand,9,CD McMillan,f5390243,MS Kasprowicz,8d0ea930,SB Styris,57efa3be,0,0,0,0,,,,,,0,0,0,0
237242,2005/06,New Zealand,6,SB Styris,57efa3be,DK Butler,671398e3,L Vincent,2764133a,0,0,0,0,,,,,,0,0,0,0
225263,2006,Pakistan,4,Shahid Afridi,0dc00542,SI Mahmood,e97aefe2,Mohammad Hafeez,9ab63e7b,0,0,0,0,,,,,,4,0,4,0
